"","FIPS","region","County","ill_PREV","LTPIA_PREV","age.Estimate","pop.density","Primary.RUCA.Code.2010.Mode","drive.alone.percent","education.percent","foodstamp","maritalStatus","medianIncome","povertyRate","percent.white","MFRatio","unemployment","REDEMP_SNAPS12","PCT_SNAP14","PCT_NSLP14","PCT_SBP14","PCT_SFSP14","PC_WIC_REDEMP12","REDEMP_WICS12","PCT_WIC14","PCT_CACFP14","FDPIR12","health.RECFAC12","health.RECFACPTH12","restaurants.FFR12","restaurants.FFRPTH12","restaurants.FSR12","restaurants.FSRPTH12","GROC12","GROCPTH12","SUPERC12","SUPERCPTH12","CONVS12","CONVSPTH12","SPECS12","SPECSPTH12","SNAPS12","SNAPSPTH12","WICS12","WICSPTH12"
"2",1001,"Alabama","Autauga County",11.9,28,37.5,"92.34275143",1,0.439725354,0.650117471,0.114941956,0.540638469,27065,0.121333847,0.783087767,0.953012734,0.07905297,301432.0811,18.60183621,10.95161505,4.876595035,0.873699859,16.63944,184744.3,2.70233166,0.928057357,0,5,0.09006737,34,0.612458119,29,0.522390748,4,0.072053896,1,0.018013474,34,0.612458119,0,0,37.41666667,0.674004155,5,0.0900674
"4",1003,"Alabama","Baldwin County",8.8,21.2,41.5,"117.6965656",1,0.430854987,0.695100313,0.089775255,0.578944202,25201,0.139407227,0.864376797,0.955193781,0.088761198,274394.5037,18.60183621,10.95161505,4.876595035,0.873699859,17.92161,126639.4,2.70233166,0.928057357,0,20,0.104827297,130,0.681377431,211,1.105927984,26,0.136275486,6,0.031448189,108,0.566067404,23,0.120551392,138.3333333,0.725055471,27,0.1415168
"6",1005,"Alabama","Barbour County",16.9,31,38.3,"30.8746751",7,0.335383039,0.694996523,0.228804348,0.417210736,16791,0.266568423,0.474360382,1.153464176,0.142704695,325496.5608,18.60183621,10.95161505,4.876595035,0.873699859,40.42276,157077.1,2.70233166,0.928057357,0,1,0.036763354,21,0.77203044,14,0.51468696,5,0.183816771,1,0.036763354,19,0.698503731,3,0.110290063,34.83333333,1.280590174,7,0.2573435
"8",1007,"Alabama","Bibb County",13.8,33.3,39.4,"36.54673948",2,0.344774545,0.674167179,0.168382457,0.468513991,19004,0.181378251,0.767381559,1.185572952,0.123784159,356444.032,18.60183621,10.95161505,4.876595035,0.873699859,21.74258,98263.4,2.70233166,0.928057357,0,0,0,6,0.265521972,4,0.177014648,5,0.22126831,1,0.044253662,17,0.752312254,1,0.044253662,16.25,0.719122007,5,0.2212683
"10",1009,"Alabama","Blount County",12.3,27.1,39.6,"89.36569479",2,0.391857418,0.674140534,0.132082623,0.593267666,23083,0.158112394,0.952571022,0.985699025,0.094583299,229730.0226,18.60183621,10.95161505,4.876595035,0.873699859,15.47159,149110,2.70233166,0.928057357,0,1,0.017293259,22,0.3804517,13,0.224812368,8,0.138346073,1,0.017293259,28,0.484211254,0,0,38,0.657143845,6,0.1037596
"12",1011,"Alabama","Bullock County",18.1,31.1,39.6,"17.25433526",2,0.37344128,0.698864694,0.214915798,0.299321293,18629,0.215896885,0.279266704,1.205212395,0.15111496,211588.9137,18.60183621,10.95161505,4.876595035,0.873699859,NA,NA,2.70233166,0.928057357,0,0,0,4,0.381898033,1,0.095474508,2,0.190949017,0,0,3,0.286423525,1,0.095474508,14.33333333,1.368467952,2,0.190949
"14",1013,"Alabama","Butler County",15.4,33.3,40.6,"26.54653109",7,0.365060124,0.682699767,0.243108682,0.442679473,17453,0.284391925,0.547905353,0.880379285,0.15014437,345604.869,18.60183621,10.95161505,4.876595035,0.873699859,40.12669,203713.2,2.70233166,0.928057357,0,1,0.049244103,18,0.886393854,11,0.541685133,3,0.147732309,1,0.049244103,18,0.886393854,0,0,27.25,1.341901807,4,0.1969764
"16",1015,"Alabama","Calhoun County",13.4,30.4,38.7,"194.3758256",1,0.380124709,0.667252833,0.192229401,0.480700485,19750,0.218637056,0.7506159,0.931764474,0.14088212,315617.5026,18.60183621,10.95161505,4.876595035,0.873699859,24.13542,148999.4,2.70233166,0.928057357,0,7,0.059678079,92,0.784340472,77,0.656458873,26,0.221661438,3,0.02557632,83,0.707611513,1,0.00852544,137.9166667,1.175800255,19,0.1619834
"18",1017,"Alabama","Chambers County",14.1,30.5,42.4,"57.23265169",4,0.36889735,0.695738761,0.183355196,0.446456492,17951,0.241093448,0.58225216,0.91599798,0.17516538,327935.7883,18.60183621,10.95161505,4.876595035,0.873699859,28.52697,161957.1,2.70233166,0.928057357,0,0,0,26,0.76326914,16,0.469704086,8,0.234852043,1,0.029356505,26,0.76326914,2,0.058713011,34.25,1.00546031,6,0.176139
"20",1019,"Alabama","Cherokee County",10.7,32,45,"47.0267341",3,0.3787355,0.721249136,0.175875086,0.634817432,20509,0.211962266,0.930168242,0.983542857,0.103734053,242354.8713,18.60183621,10.95161505,4.876595035,0.873699859,27.36524,118678.5,2.70233166,0.928057357,0,1,0.038430498,20,0.768609969,10,0.384304984,4,0.153721994,1,0.038430498,19,0.73017947,1,0.038430498,31,1.191345452,6,0.230583
"22",1021,"Alabama","Chilton County",12,29.6,38,"63.12265512",2,0.401746525,0.669851865,0.181000493,0.564072557,23039,0.195168747,0.85604883,0.968765471,0.102456624,247911.5947,18.60183621,10.95161505,4.876595035,0.873699859,22.55591,141196.8,2.70233166,0.928057357,0,2,0.045642301,20,0.456423013,22,0.502065314,7,0.159748054,1,0.022821151,37,0.844382574,4,0.091284603,46.75,1.066888793,7,0.159748
"24",1023,"Alabama","Choctaw County",14.8,28.7,44.2,"14.98139229",10,0.333455103,0.701614671,0.220369699,0.459134832,16815,0.214967799,0.556805728,0.939767574,0.145461598,199087.268,18.60183621,10.95161505,4.876595035,0.873699859,NA,NA,2.70233166,0.928057357,0,0,0,7,0.513459987,9,0.66016284,3,0.22005428,0,0,16,1.173622827,0,0,16.33333333,1.198073303,3,0.2200543
"26",1025,"Alabama","Clarke County",14,26.6,40.3,"20.6500323",10,0.329018887,0.674109412,0.205586128,0.433499253,17844,0.293273223,0.539553435,0.893594965,0.193564605,404583.4063,18.60183621,10.95161505,4.876595035,0.873699859,34.33015,107972.6,2.70233166,0.928057357,0,2,0.079488097,23,0.914113112,13,0.516672628,5,0.198720242,2,0.079488097,15,0.596160725,2,0.079488097,40.16666667,1.596385941,8,0.3179524
"28",1027,"Alabama","Clay County",12.2,30.3,42.1,"22.69084285",2,0.358607604,0.702838794,0.140024783,0.545842799,19254,0.189665472,0.820258338,0.963743193,0.138439149,181439.6725,18.60183621,10.95161505,4.876595035,0.873699859,NA,NA,2.70233166,0.928057357,0,0,0,4,0.29772981,5,0.372162263,3,0.223297358,0,0,5,0.372162263,0,0,10.16666667,0.756729934,3,0.2232974
"30",1029,"Alabama","Cleburne County",10.7,28.9,41.3,"26.6875",2,0.377852124,0.683506189,0.14568827,0.552622673,20012,0.18449885,0.946336567,0.977374967,0.10640378,157971.5238,18.60183621,10.95161505,4.876595035,0.873699859,21.11114,62624.08,2.70233166,0.928057357,0,0,0,8,0.539374326,1,0.067421791,3,0.202265372,0,0,9,0.606796117,0,0,16.66666667,1.123696512,5,0.337109
"32",1031,"Alabama","Coffee County",14.4,27.9,37.8,"74.33789954",4,0.40926924,0.674031069,0.123645058,0.524624836,23847,0.185505733,0.77070619,0.983883014,0.078157816,306212.2629,18.60183621,10.95161505,4.876595035,0.873699859,21.86827,140099.1,2.70233166,0.928057357,0,4,0.078045735,32,0.624365878,30,0.585343011,6,0.117068602,1,0.019511434,28,0.546320144,0,0,37.5,0.731678764,8,0.1560915
"34",1033,"Alabama","Colbert County",16.1,30.1,41.7,"91.90886076",1,0.386752608,0.695846188,0.161006289,0.530020376,21089,0.178940928,0.801968562,0.929900415,0.099525024,263129.2795,18.60183621,10.95161505,4.876595035,0.873699859,23.41329,159345,2.70233166,0.928057357,0,5,0.091834111,49,0.899974286,34,0.624471954,10,0.183668222,1,0.018366822,47,0.863240642,4,0.073467289,55.75,1.023950336,8,0.1469346
"36",1035,"Alabama","Conecuh County",14.4,30.3,43.2,"15.4146571",7,0.28525641,0.683684371,0.273928714,0.477068649,15654,0.326993865,0.521672772,0.940758294,0.248796819,137903.4545,18.60183621,10.95161505,4.876595035,0.873699859,NA,NA,2.70233166,0.928057357,0,0,0,3,0.231107003,5,0.385178338,3,0.231107003,0,0,15,1.155535013,0,0,22.75,1.752561436,1,0.0770357
"38",1037,"Alabama","Coosa County",14.6,29.2,44.7,"17.20122888",8,0.341846758,0.726558314,0.186418109,0.498757428,18420,0.208944282,0.677531702,1.02568741,0.180686039,218925.344,18.60183621,10.95161505,4.876595035,0.873699859,NA,NA,2.70233166,0.928057357,0,0,0,1,0.091190954,1,0.091190954,1,0.091190954,0,0,10,0.911909539,0,0,5,0.455954769,1,0.091191
"40",1039,"Alabama","Covington County",12.2,31.5,42.4,"36.72683164",7,0.387851085,0.694691785,0.174390001,0.521210139,19207,0.199957033,0.845298174,0.932349637,0.113834702,305199.1582,18.60183621,10.95161505,4.876595035,0.873699859,24.20761,102088.9,2.70233166,0.928057357,0,2,0.05269398,25,0.658674746,18,0.474245817,8,0.210775919,1,0.02634699,36,0.948491635,3,0.07904097,48.75,1.284415755,9,0.2371229
"42",1041,"Alabama","Crenshaw County",14.2,28.6,40.6,"22.9183774",2,0.40329631,0.683339305,0.174433137,0.512658228,20222,0.190562745,0.725976353,0.942240779,0.092015336,167601.4207,18.60183621,10.95161505,4.876595035,0.873699859,23.0261,64855.31,2.70233166,0.928057357,0,0,0,5,0.355037989,6,0.426045587,5,0.355037989,0,0,7,0.497053185,0,0,20.25,1.437903856,5,0.355038
"44",1043,"Alabama","Cullman County",12.6,24.8,40.4,"109.5522591",5,0.399644716,0.685114101,0.142396784,0.586621594,21286,0.187728315,0.958483956,0.980295203,0.096662459,224490.1948,18.60183621,10.95161505,4.876595035,0.873699859,22.41036,163880.9,2.70233166,0.928057357,0,3,0.037294878,61,0.758329189,41,0.509696668,13,0.161611139,1,0.012431626,50,0.621581303,4,0.049726504,77.5,0.963451019,11,0.1367479
"46",1045,"Alabama","Dale County",13,26.5,36.1,"89.29246124",4,0.421799529,0.66119117,0.155078832,0.513539529,22657,0.173616392,0.750788392,0.971743408,0.104527559,340056.2531,18.60183621,10.95161505,4.876595035,0.873699859,18.19534,114730.7,2.70233166,0.928057357,0,1,0.019823963,30,0.594718896,28,0.55507097,10,0.198239632,1,0.019823963,32,0.634366823,0,0,36.58333333,0.725226654,8,0.1585917
"48",1047,"Alabama","Dallas County",16.9,29.8,38,"44.03781298",4,0.314241953,0.646237033,0.308167934,0.351398813,16022,0.355027782,0.292404446,0.858171626,0.201847687,505114.8592,18.60183621,10.95161505,4.876595035,0.873699859,41.33126,177162.3,2.70233166,0.928057357,0,1,0.023329601,20,0.466592012,17,0.39660321,8,0.186636805,1,0.023329601,34,0.79320642,0,0,55.58333333,1.296736967,10,0.233296
"50",1049,"Alabama","DeKalb County",12,29.6,38.8,"91.45136387",10,0.379270077,0.661207721,0.147855395,0.572169435,19562,0.19876183,0.91098261,0.968210013,0.113095238,226782.4649,18.60183621,10.95161505,4.876595035,0.873699859,26.54121,171504.5,2.70233166,0.928057357,0,3,0.042205965,41,0.576814856,38,0.534608891,14,0.196961171,1,0.014068655,43,0.604952167,2,0.02813731,83.83333333,1.179422247,11,0.1547552
"52",1051,"Alabama","Elmore County",12.5,28.5,37.8,"129.1754244",2,0.417673196,0.670517554,0.116544273,0.541948504,25510,0.133712162,0.756305151,0.953852926,0.08369655,350017.5419,18.60183621,10.95161505,4.876595035,0.873699859,19.73372,159111,2.70233166,0.928057357,0,5,0.062012427,35,0.434086991,39,0.483696933,10,0.124024855,2,0.024804971,51,0.632526758,1,0.012402485,65.75,0.815463419,10,0.1240249
"54",1053,"Alabama","Escambia County",16.1,31.1,39.4,"40.38192975",7,0.324949566,0.686473316,0.246546305,0.441412625,18207,0.254495043,0.624381042,1.067099919,0.158634538,319667.6845,18.60183621,10.95161505,4.876595035,0.873699859,29.66015,187818,2.70233166,0.928057357,0,2,0.052639891,25,0.657998631,21,0.55271885,5,0.131599726,1,0.026319945,30,0.789598358,0,0,42.25,1.112017687,6,0.1579197
"56",1055,"Alabama","Etowah County",14.9,32.2,40.3,"194.8785047",1,0.368396317,0.685564934,0.163811324,0.512649193,20332,0.190152652,0.81821408,0.935400037,0.119092403,271338.4894,18.60183621,10.95161505,4.876595035,0.873699859,24.72657,151838.6,2.70233166,0.928057357,0,9,0.086213503,78,0.747183692,55,0.526860296,15,0.143689172,2,0.019158556,65,0.622653077,3,0.028737834,101,0.967507089,17,0.1628477
"58",1057,"Alabama","Fayette County",12.6,30.1,43.5,"27.25824438",7,0.353594389,0.699824664,0.212478436,0.543753161,16743,0.198671175,0.865751023,0.958113985,0.095414544,405875.1987,18.60183621,10.95161505,4.876595035,0.873699859,22.09716,75055.22,2.70233166,0.928057357,0,0,0,12,0.706588942,6,0.353294471,6,0.353294471,1,0.058882412,7,0.412176883,0,0,12.66666667,0.745843883,5,0.2944121
"60",1059,"Alabama","Franklin County",12.5,33.9,38.3,"49.95425146",2,0.393987242,0.665003474,0.169574656,0.551697531,20257,0.219079916,0.883029116,0.970749315,0.096258298,348542.815,18.60183621,10.95161505,4.876595035,0.873699859,33.25215,150874.5,2.70233166,0.928057357,0,3,0.094455464,17,0.535247631,20,0.629703095,7,0.220396083,1,0.031485155,19,0.59821794,1,0.031485155,30.75,0.968168509,7,0.2203961
"62",1061,"Alabama","Geneva County",11.7,27.3,41.9,"46.63359443",2,0.39035497,0.700944347,0.172772956,0.532372093,19487,0.212133859,0.869844351,0.950848322,0.096624397,348479.9564,18.60183621,10.95161505,4.876595035,0.873699859,21.30028,81948.25,2.70233166,0.928057357,0,0,0,12,0.445583157,9,0.334187368,10,0.371319297,0,0,14,0.519847016,1,0.03713193,23.16666667,0.860223039,7,0.2599235
"64",1063,"Alabama","Greene County",17.8,30.4,42.4,"13.80621233",2,0.294269084,0.673270651,0.358455882,0.34450099,15696,0.32875942,0.17718827,0.885605741,0.227465215,149920.7097,18.60183621,10.95161505,4.876595035,0.873699859,NA,NA,2.70233166,0.928057357,0,0,0,1,0.112663362,2,0.225326724,2,0.225326724,0,0,8,0.901306895,0,0,15.16666667,1.708727655,2,0.2253267
"66",1065,"Alabama","Hale County",13.6,31,40.7,"24.21428571",2,0.339617802,0.672822881,0.250460714,0.406787998,17356,0.265825268,0.398037707,0.90379685,0.163161354,295879.1264,18.60183621,10.95161505,4.876595035,0.873699859,NA,NA,2.70233166,0.928057357,0,0,0,5,0.324928516,4,0.259942813,3,0.194957109,0,0,12,0.779828438,0,0,15.08333333,0.980201022,3,0.1949571
"68",1067,"Alabama","Henry County",15.7,27.2,42.7,"30.81360157",2,0.377917726,0.702680841,0.145979146,0.555921288,21539,0.143559719,0.692858794,0.911852425,0.126613568,135975.0705,18.60183621,10.95161505,4.876595035,0.873699859,NA,NA,2.70233166,0.928057357,0,1,0.057846937,10,0.57846937,9,0.520622433,3,0.173540811,0,0,14,0.809857118,1,0.057846937,17.58333333,1.017141976,3,0.1735408
"70",1069,"Alabama","Houston County",12.2,25.7,38.6,"176.4241379",1,0.428405293,0.674286105,0.140025478,0.500329696,21786,0.180326086,0.698796005,0.921651111,0.081481809,330163.7794,18.60183621,10.95161505,4.876595035,0.873699859,28.36497,139666.4,2.70233166,0.928057357,0,9,0.087038935,96,0.928415311,75,0.725324462,17,0.164406878,3,0.029012978,70,0.676969498,5,0.048354964,121,1.170190132,21,0.2030908
"72",1071,"Alabama","Jackson County",12.8,29.5,42,"49.31917262",4,0.389234733,0.697955653,0.140524922,0.570400056,21010,0.159596305,0.919448572,0.978676689,0.101753118,220545.1532,18.60183621,10.95161505,4.876595035,0.873699859,19.42001,93602.68,2.70233166,0.928057357,0,1,0.018861163,34,0.641279541,28,0.528112563,11,0.207472793,1,0.018861163,43,0.811030008,1,0.018861163,55.08333333,1.038935727,11,0.2074728
"74",1073,"Alabama","Jefferson County",12,25.7,37.2,"592.7560756",1,0.435534324,0.670392012,0.144765323,0.448533805,24935,0.179928101,0.532038472,0.898906017,0.102889588,364831.8125,18.60183621,10.95161505,4.876595035,0.873699859,19.97552,140255.5,2.70233166,0.928057357,0,66,0.099998636,638,0.966653485,388,0.587870771,106,0.160603871,19,0.028787486,459,0.695445062,33,0.049999318,551.5833333,0.835720927,94,0.1424223
"76",1075,"Alabama","Lamar County",12.3,31.4,42.9,"23.80291005",6,0.384968047,0.706029453,0.219099277,0.621901719,19937,0.222502983,0.872742428,0.92924149,0.102272727,241560.6381,18.60183621,10.95161505,4.876595035,0.873699859,19.54982,69690.21,2.70233166,0.928057357,0,0,0,7,0.490918017,10,0.701311452,4,0.280524581,0,0,7,0.490918017,0,0,12.33333333,0.864950791,4,0.2805246
"78",1077,"Alabama","Lauderdale County",12.4,27.5,40.8,"138.7007933",1,0.415664861,0.676850193,0.125669562,0.538227029,21987,0.171957876,0.870081799,0.922132338,0.08806267,274112.6881,18.60183621,10.95161505,4.876595035,0.873699859,20.32182,117538.9,2.70233166,0.928057357,0,9,0.097253139,70,0.756413304,68,0.734801496,20,0.216118087,2,0.021611809,51,0.551101122,1,0.010805904,80.66666667,0.871676284,16,0.1728945
"80",1079,"Alabama","Lawrence County",13.5,34.7,41.2,"49.25271542",2,0.375577053,0.68508336,0.186220296,0.548427534,20870,0.175470301,0.775647623,0.955214442,0.123004561,267727.6789,18.60183621,10.95161505,4.876595035,0.873699859,19.81722,111762.5,2.70233166,0.928057357,0,1,0.029552574,16,0.472841184,18,0.531946333,5,0.14776287,1,0.029552574,22,0.650156629,1,0.029552574,27.16666667,0.802844928,6,0.1773154
"82",1081,"Alabama","Lee County",10.3,23.3,29.9,"237.7428383",1,0.445864063,0.574564593,0.103411857,0.445931197,21286,0.220392321,0.708860497,0.979723616,0.091373522,339127.457,18.60183621,10.95161505,4.876595035,0.873699859,14.80319,145324.9,2.70233166,0.928057357,0,7,0.047535941,117,0.794529292,106,0.719829957,16,0.108653578,3,0.020372546,75,0.509313649,2,0.013581697,88.08333333,0.598160585,15,0.1018627
"84",1083,"Alabama","Limestone County",11.6,29.9,38.5,"152.2571429",4,0.417456371,0.683101895,0.129615651,0.560185804,25615,0.147095804,0.814294427,1.020426056,0.091960411,263637.1176,18.60183621,10.95161505,4.876595035,0.873699859,16.44223,160136.4,2.70233166,0.928057357,0,7,0.079859447,45,0.513382162,40,0.456339699,10,0.114084925,1,0.011408492,62,0.707326534,2,0.022816985,62.08333333,0.708277242,9,0.1026764
"86",1085,"Alabama","Lowndes County",20.8,29.1,41,"15.48540299",2,0.304257622,0.665343677,0.254985755,0.339695524,16748,0.267315919,0.256088761,0.894071416,0.167869168,127112.7246,18.60183621,10.95161505,4.876595035,0.873699859,NA,NA,2.70233166,0.928057357,0,1,0.092106475,1,0.092106475,2,0.18421295,2,0.18421295,0,0,6,0.552638851,1,0.092106475,16.66666667,1.535107918,2,0.1842129
"88",1087,"Alabama","Macon County",16.5,29.8,36.8,"34.1648875",7,0.357496515,0.611402202,0.321697299,0.312489144,16008,0.272644099,0.163774456,0.850965388,0.17867402,523231.4292,18.60183621,10.95161505,4.876595035,0.873699859,18.37947,94355.63,2.70233166,0.928057357,0,0,0,9,0.438276114,3,0.146092038,4,0.194789384,0,0,16,0.779157536,0,0,13,0.633065498,4,0.1947894
"90",1089,"Alabama","Madison County",10.6,22.3,37.4,"423.2522455",1,0.468133896,0.665222428,0.100778342,0.510685852,28907,0.128316437,0.691985062,0.961558475,0.098303916,301028.96,18.60183621,10.95161505,4.876595035,0.873699859,15.73919,154280,2.70233166,0.928057357,0,46,0.134079515,313,0.912323656,225,0.655823715,39,0.113676111,11,0.032062493,207,0.603357817,13,0.037892037,227.5833333,0.663353542,35,0.102017
"92",1091,"Alabama","Marengo County",17.4,31.6,41.8,"21.1555783",10,0.350476559,0.676084958,0.221526465,0.476657131,19495,0.240397319,0.465866757,0.886890634,0.103931881,395813.203,18.60183621,10.95161505,4.876595035,0.873699859,32.37221,110070.9,2.70233166,0.928057357,0,2,0.09803441,17,0.833292486,14,0.686240871,4,0.19606882,1,0.049017205,20,0.980344101,0,0,25.58333333,1.254023496,6,0.2941032
"94",1093,"Alabama","Marion County",15.8,28.9,43.5,"41.24343257",10,0.366944308,0.710468724,0.216771654,0.577670294,17728,0.208795282,0.939604769,0.991478566,0.124219067,366487.666,18.60183621,10.95161505,4.876595035,0.873699859,21.94201,95062.2,2.70233166,0.928057357,0,1,0.032973918,21,0.69245227,20,0.659478353,3,0.098921753,2,0.065947835,21,0.69245227,1,0.032973918,22.83333333,0.752904453,7,0.2308174
"96",1095,"Alabama","Marshall County",11.4,27.7,38.4,"165.57519",4,0.393227249,0.663080716,0.152437956,0.541961258,20458,0.194929626,0.930105978,0.969997687,0.098803376,362775.7724,18.60183621,10.95161505,4.876595035,0.873699859,36.07156,244194.2,2.70233166,0.928057357,0,6,0.063307166,76,0.801890774,68,0.717481219,21,0.221575082,3,0.031653583,65,0.685827636,4,0.042204778,89.16666667,0.940814834,14,0.1477167
"98",1097,"Alabama","Mobile County",14.3,27.4,36.7,"336.0618137",1,0.405510325,0.653208709,0.184439805,0.46156846,22428,0.197970159,0.605702489,0.922215916,0.118349405,341039.1568,18.60183621,10.95161505,4.876595035,0.873699859,26.29706,197914.5,2.70233166,0.928057357,0,28,0.067643307,257,0.620868927,215,0.519403966,57,0.137702447,8,0.019326659,235,0.567720614,28,0.067643307,463.3333333,1.119335678,55,0.1328708
"100",1099,"Alabama","Monroe County",15.2,31,40.4,"22.2116041",10,0.316796909,0.670910528,0.177607104,0.445185309,17433,0.285967556,0.551936079,0.932631936,0.187336036,328256.0431,18.60183621,10.95161505,4.876595035,0.873699859,30.31662,114202.7,2.70233166,0.928057357,0,0,0,10,0.442438722,12,0.530926467,5,0.221219361,1,0.044243872,14,0.619414211,0,0,25.58333333,1.131905731,6,0.2654632
"102",1101,"Alabama","Montgomery County",12.9,26.3,34.8,"291.8801785",1,0.428626954,0.63988558,0.185786322,0.407406786,23737,0.212037561,0.400956415,0.907387817,0.087929235,491174.2995,18.60183621,10.95161505,4.876595035,0.873699859,27.33381,224673.2,2.70233166,0.928057357,0,18,0.078210203,193,0.838587176,137,0.595266545,34,0.147730383,6,0.026070068,122,0.530091376,12,0.052140135,195.0833333,0.847639283,28,0.1216603
"104",1103,"Alabama","Morgan County",11.2,27.7,39,"206.5107852",1,0.425827045,0.679042056,0.132273987,0.533329105,22612,0.157406073,0.828006317,0.966139287,0.114621054,287712.5571,18.60183621,10.95161505,4.876595035,0.873699859,24.98379,167106.9,2.70233166,0.928057357,0,6,0.049835957,99,0.822293285,59,0.490053574,18,0.14950787,2,0.016611986,105,0.872129241,5,0.041529964,100.3333333,0.833367942,18,0.1495079
"106",1105,"Alabama","Perry County",19.3,32.7,35.8,"14.43857699",10,0.261790183,0.633397498,0.304411765,0.324536981,12991,0.25590796,0.30240616,0.895293688,0.191102757,221439.5712,18.60183621,10.95161505,4.876595035,0.873699859,45.93053,116904.7,2.70233166,0.928057357,0,0,0,2,0.196444357,6,0.589333071,4,0.392888714,0,0,6,0.589333071,0,0,18.75,1.841665848,4,0.3928887
"108",1107,"Alabama","Pickens County",13.9,29,42.1,"22.14204674",2,0.333469973,0.682824349,0.210446631,0.455359427,17270,0.271666059,0.571274851,0.909028661,0.164236993,190677.4039,18.60183621,10.95161505,4.876595035,0.873699859,29.51185,81811.06,2.70233166,0.928057357,0,2,0.10306622,8,0.41226488,8,0.41226488,4,0.20613244,0,0,9,0.46379799,0,0,23.91666667,1.232500215,7,0.3607318
"110",1109,"Alabama","Pike County",13.5,25.5,31.6,"49.06561524",4,0.426751979,0.583922128,0.190292461,0.411072283,20031,0.2759054,0.589168208,0.911045433,0.105831249,314543.6719,18.60183621,10.95161505,4.876595035,0.873699859,29.14332,138147.6,2.70233166,0.928057357,0,3,0.090410464,29,0.873967814,19,0.572599602,6,0.180820927,1,0.030136821,19,0.572599602,0,0,40.16666667,1.21049565,7,0.2109578
"112",1111,"Alabama","Randolph County",12.4,27.1,41.5,"39.30921619",10,0.361190236,0.679039397,0.187950738,0.555408898,20052,0.244711495,0.768087997,0.955020562,0.125914431,387949.4295,18.60183621,10.95161505,4.876595035,0.873699859,22.81051,129307.1,2.70233166,0.928057357,0,0,0,8,0.352811466,12,0.5292172,3,0.1323043,1,0.044101433,16,0.705622933,1,0.044101433,18.16666667,0.801176038,4,0.1764057
"114",1113,"Alabama","Russell County",12.5,30.4,35.2,"86.63858992",1,0.407730808,0.649287052,0.196575537,0.426229508,21578,0.220236358,0.538762063,0.934454777,0.10902925,532816.0139,18.60183621,10.95161505,4.876595035,0.873699859,30.69507,161344.5,2.70233166,0.928057357,0,3,0.051885161,42,0.726392252,22,0.38049118,10,0.172950536,1,0.017295054,34,0.588031823,1,0.017295054,52.83333333,0.913755333,11,0.1902456
"116",1115,"Alabama","St. Clair County",11.6,26.1,38.9,"133.7357595",2,0.411010281,0.685581098,0.14486652,0.572711032,25820,0.152272479,0.8837567,1.000970644,0.100701764,310506.2324,18.60183621,10.95161505,4.876595035,0.873699859,21.64428,153741.1,2.70233166,0.928057357,0,3,0.035195983,56,0.656991682,41,0.481011767,12,0.140783932,3,0.035195983,57,0.668723676,0,0,65.83333333,0.772356293,12,0.1407839
"118",1117,"Alabama","Shelby County",8.1,22.1,37.3,"252.6955414",1,0.485577165,0.669378825,0.06264836,0.59279175,33039,0.079391762,0.823654255,0.953767359,0.062922302,259649.9353,18.60183621,10.95161505,4.876595035,0.873699859,13.96442,107924.1,2.70233166,0.928057357,0,22,0.109484874,132,0.656909242,127,0.632026316,28,0.139344385,4,0.019906341,101,0.502635102,1,0.004976585,101.4166667,0.504708679,26,0.1293912
"120",1119,"Alabama","Sumter County",18.1,30,37.2,"14.99280894",5,0.352198937,0.61038961,0.318972332,0.312591912,13628,0.380185569,0.248007674,0.820526599,0.174677188,264816.7253,18.60183621,10.95161505,4.876595035,0.873699859,33.49292,89941.88,2.70233166,0.928057357,0,1,0.0744768,7,0.521337603,7,0.521337603,3,0.223430401,0,0,19,1.415059209,0,0,16.91666667,1.259899208,5,0.372384
"122",1121,"Alabama","Talladega County",13.7,32.7,40,"111.1118653",4,0.365202517,0.683816971,0.20262974,0.497372654,18784,0.229395937,0.654261103,0.94720689,0.153154993,282521.6017,18.60183621,10.95161505,4.876595035,0.873699859,24.21062,164959.1,2.70233166,0.928057357,0,0,0,45,0.550377926,41,0.501455444,10,0.122306206,2,0.024461241,72,0.880604682,0,0,89.25,1.091582887,12,0.1467675
"124",1123,"Alabama","Tallapoosa County",11.4,30.3,42,"57.82802903",7,0.388939847,0.700468282,0.16661577,0.515839144,21415,0.197741082,0.708047697,0.934893279,0.111078802,406724.0458,18.60183621,10.95161505,4.876595035,0.873699859,29.14394,149974.7,2.70233166,0.928057357,0,2,0.048581422,20,0.485814225,24,0.58297707,7,0.170034979,1,0.024290711,46,1.117372717,0,0,34.41666667,0.836005312,8,0.1943257
"126",1125,"Alabama","Tuscaloosa County",12.6,26.4,31.4,"148.9398411",1,0.430216843,0.595435516,0.108556024,0.430827958,21278,0.188849768,0.670024997,0.936710355,0.081726943,316755.5073,18.60183621,10.95161505,4.876595035,0.873699859,19.58651,176809.2,2.70233166,0.928057357,0,14,0.070494874,155,0.780478962,103,0.518640859,23,0.115813007,4,0.020141393,104,0.523676207,4,0.020141393,152.1666667,0.766212143,22,0.1107777
